id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
HOBBIES_1_001_TX_1_validation,0.2827875020512036,0.28588608683283023,0.264365606840565,0.28985686431067936,0.3076856733719911,0.3619918887016784,0.5374980846334411,0.34873713698071196,0.33588074580794713,0.33795790310844104,0.3333956076215628,0.3579160696421056,0.4421262753138132,0.45506094404952263,0.371635296235518,0.3263008303123886,0.35550637284667147,0.3452630708380778,0.37818038876860893,0.4395638631334458,0.4422012046767637,0.338572533188386,0.315354780801107,0.3150092360294545,0.31553330380399913,0.3316166892934612,0.37805250111450206,0.42790160260703425
HOBBIES_1_002_TX_1_validation,0.11804654854096083,0.1032425884771492,0.10223965971052365,0.1021715499631777,0.1019294864333474,0.17070693540715778,0.21354529796704946,0.13037352098831673,0.11026471721315678,0.11300721452415692,0.10468437304789477,0.11798746947494912,0.17796767482863357,0.18524484581685308,0.13958341955840042,0.12209826234404782,0.11486508707547187,0.11637123230502709,0.12456758232657669,0.16803314456941115,0.17666084473459379,0.13884975227614488,0.12029416507271666,0.11932434868743245,0.11863495804338939,0.10905233874400927,0.1607263189310578,0.1861715553769606
HOBBIES_1_003_TX_1_validation,0.16714465587694555,0.11083841895266475,0.09537339599091502,0.08870036241140371,0.09839245156188749,0.14988225557189436,0.16749746658230216,0.13965458504430955,0.1167000888783089,0.10432116897518377,0.09931256552066936,0.11699409147103364,0.1696081802350963,0.1849245224027698,0.1344102531327235,0.12459480676820384,0.12247131203088074,0.11970605930555855,0.12639097537072636,0.17764737852835316,0.18533783711162147,0.15317809388605289,0.12404986348884987,0.11241544307586841,0.11432901934659032,0.10491329073725678,0.160711356570297,0.17124565184528032
HOBBIES_1_004_TX_1_validation,0.9288224033078504,0.8846237035393122,0.8793861418979305,0.9234381190119727,1.073211461134766,1.3225444259596983,1.622633848235407,1.1195750799236088,1.1573372900254044,1.0419177700632098,1.1206676956541664,1.2515562760214531,1.4935312083217855,1.5105982840277812,1.1951792741816658,1.0061472158919085,1.0988076323363214,1.1839818603303636,1.2742625400144814,1.51155426207039,1.7239653931183856,1.1787368963930407,1.1145138468035285,1.1188008691526148,1.1074468017850323,1.1721529174039826,1.5046206374384388,1.6189222410993216
HOBBIES_1_005_TX_1_validation,0.6893211944539726,0.8668277396207804,0.8528740578813524,0.7368236389123543,0.8062920508744087,1.2265017144718084,1.3004921011852089,0.8362812496049373,0.9467160765074071,0.9000034185105419,0.9147157194259827,0.9081042749072816,1.095213051146343,1.1624445617901524,0.909599956951234,0.8312991959901882,0.8398160696498758,0.853573124116275,0.9342448235873143,1.0277727124069218,1.1028017165489659,0.7421825566983575,0.7015456325769931,0.7074963125895242,0.7155543220079594,0.7687992834161569,1.0132004003047503,1.0377863639934237
HOBBIES_1_006_TX_1_validation,0.3692482019931854,0.33043388297705634,0.3443754599370317,0.3694384773273253,0.38496778101710527,0.5427756188879558,0.5808730800382603,0.3925635267683642,0.41374702898353033,0.3949518609569858,0.4067550551265485,0.4544024457761971,0.5070569433923325,0.5192320135890868,0.44854732227695254,0.4098536721270822,0.4323042490674762,0.4420874078166621,0.46113834909113044,0.5538894485319082,0.5456518811981669,0.41725569278136276,0.3997065275395748,0.3921416323689658,0.40036817501168404,0.41958526696995246,0.5029421750625466,0.5413989695607834
HOBBIES_1_007_TX_1_validation,0.25133142256293284,0.18153482470917712,0.14460088104113247,0.21246758862220044,0.19649049727612078,0.20575539156990008,0.2382143851956405,0.16715829632311432,0.17754612482933285,0.17972042272367902,0.1565843968692728,0.1778132110477056,0.2065013493394115,0.22048808009173207,0.15412245681271847,0.1302322721817034,0.12216986959123594,0.1394503957863684,0.15471246644314288,0.1955210219420403,0.20076045220898459,0.16544688499035434,0.14013676647895557,0.14137779709353607,0.13604178576151885,0.13488446324247727,0.19565570225497864,0.2019957216888877
HOBBIES_1_008_TX_1_validation,1.934143502275009,1.656494122045497,1.9121053786568984,1.7309867679250166,1.94086245264919,2.7068247218070276,2.8675426323692075,2.1446744588388085,2.0629586154593365,2.069439536404897,1.9775808558388612,2.2521980792852907,2.7184964315779143,2.8229808483887218,2.4010156478571454,2.145618715105534,2.1162670959406467,2.2079499182202627,2.4547845331011118,3.0227641104006864,3.1224966232754383,2.4813302023100974,2.2794067604772668,2.3103171470722796,2.2788159790030686,2.4154710222230142,2.94982926756806,3.087628211599871
HOBBIES_1_009_TX_1_validation,0.48005799152786266,0.38189670497270073,0.38007958241146284,0.3918123997198066,0.4487603983604138,0.4942765529130478,0.6077059818266527,0.4162569527794145,0.6111745689124357,0.4619086134883646,0.48617172903662326,0.5580556466125728,0.6684091777276194,0.6265517269948313,0.5484345990815563,0.5218467758571068,0.5260427472483565,0.5251041247799163,0.5418640060794586,0.5866243081526179,0.6311039810968124,0.46767183860494826,0.47956676136866344,0.44631505037220426,0.46926712700166967,0.5102791380674082,0.6157193337845386,0.6428869228838376
HOBBIES_1_010_TX_1_validation,0.40713676036528634,0.35226673558698823,0.3546896533897389,0.35833628761350306,0.4370016458963162,0.4949720721535899,0.6384204098671515,0.44986031745101585,0.4529207594775625,0.4130264764579253,0.4199655598804212,0.4567059636354808,0.5396841749041652,0.5978014374873192,0.40041688933934716,0.3857522674777724,0.38125614310334444,0.4003773856902805,0.4492785767096407,0.5104011240784192,0.575304018510166,0.4229087314527087,0.3869088177355671,0.3876795974661636,0.3873959071104305,0.41889674661784904,0.5026238930234875,0.5467278910319686
