id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
HOBBIES_1_001_CA_2_validation,0.6101349586295987,0.5498246707290525,0.5806032135747615,0.6336326458684505,0.6401677487244292,0.942064485630454,0.8859097359981157,0.5909305217996955,0.5915668018090217,0.5875604467954252,0.5692676510109569,0.6619357340339679,0.8182114994183809,0.8353746133125609,0.5905453000742601,0.6290856560669584,0.6159992948051926,0.6099608546423175,0.7279919786381787,0.9218569893939328,0.9024149859604312,0.6533321642898645,0.6379839411732696,0.6624679667268101,0.6508051228670777,0.7592435946460353,0.8813095222330275,0.9745328273716597
HOBBIES_1_002_CA_2_validation,0.13908393894149937,0.13201998636200948,0.13229223147940358,0.13129001134904644,0.24746937901236116,0.27131259818080583,0.26777655804900125,0.18085281858578137,0.1816701838327682,0.1917865968675732,0.16698485359187554,0.2541689222830953,0.2615614515431183,0.2924638629762537,0.20543321319767588,0.1829894835606832,0.1833048709084339,0.1846064039984842,0.21665142258798,0.31348078518089784,0.2883521220717602,0.18472545809218732,0.17838666814518,0.17838666814518,0.1784336611085525,0.23348596906432428,0.3312378193477603,0.3123774681235738
HOBBIES_1_003_CA_2_validation,0.3088483394170354,0.28689731767697707,0.36557716324840045,0.3719872485556111,0.41194248691081997,0.563769961696481,0.5071604725422687,0.3546739902630954,0.39719873004550005,0.33984824691292137,0.34300608179560266,0.3661599327457595,0.501570052627987,0.5265001390940219,0.3336253215705191,0.3440325771924465,0.3272144832312856,0.3188094249710646,0.40164120013037274,0.5332229623591743,0.530582028810186,0.32887332020040155,0.3410407282398847,0.32498607406804786,0.31892592018738697,0.3864439528283978,0.5285909622995035,0.528233479851976
HOBBIES_1_004_CA_2_validation,2.104881097383696,2.226535233145247,2.212390157356035,2.064821892732077,2.4948535592102306,3.2458135137124486,3.4140899750597278,2.2112547962454,2.244970954366997,2.1805188956845565,2.109823960810369,2.64319914782709,3.0281820593626856,3.3081985255556736,2.1666886468839865,2.0040561895362914,2.07817211267996,2.076177545333004,2.4786669919338498,3.222234561492898,3.102680153031407,2.0432021982445274,2.0485367467969824,2.00988208793525,2.1185584552880865,2.5517142856152852,3.197251785271079,3.0648772340924175
HOBBIES_1_005_CA_2_validation,1.0746355102829594,1.1224638904002369,1.078722135538562,1.1257347333763141,1.2560535926329457,1.6605687061080898,1.7269947244484316,1.1287350117005812,1.1061090388705568,0.9001685110803775,1.0035844958024112,1.112368679916362,1.296867558796506,1.5212521675914834,0.9092793069846165,0.91773264163817,0.9107183337608046,0.9157690948954147,1.1145863816880166,1.3911850157826027,1.4120285992860986,0.9208849116864821,0.894308890875125,0.8838009880278601,0.8906168368216676,1.0890420691499454,1.5142041622772027,1.4876300146317325
HOBBIES_1_006_CA_2_validation,0.5071556000909903,0.5464866868355865,0.5123066586940991,0.5648876300044079,0.5864245252709704,0.8009410314501756,0.8248234421520133,0.5856144891592832,0.5830142233806501,0.5474048981278934,0.5869914914869476,0.5852672490667372,0.7222701079889841,0.8018776912822879,0.5803920637163108,0.5771626554257819,0.5642574674777142,0.5717621142189911,0.6955831549367133,0.889046647026043,0.9493549643553624,0.6448453474992115,0.6323808522806597,0.623607587617876,0.647684739333509,0.7526461524750333,0.9323135100931763,0.8902702005500975
HOBBIES_1_007_CA_2_validation,0.2381916850650752,0.22848022233433543,0.26956793621236563,0.25101930505234654,0.2723294911519395,0.4428807651163696,0.3295143335176987,0.21469189204378436,0.21953243801806163,0.2647579795470344,0.24104391681598267,0.31688498002912363,0.3789686307506446,0.3859595983461941,0.24796033507967077,0.24421630685425652,0.24520898329945895,0.24443003454408133,0.29591052683599245,0.378195018423884,0.3546413978645895,0.22549684525841585,0.21789683027998605,0.22137631942180805,0.2217203640772311,0.2694459261287465,0.3842160802329965,0.3628608182196494
HOBBIES_1_008_CA_2_validation,2.8696956339920487,2.825168058844588,2.916353029236552,3.123213334485295,3.7677008405776236,4.91429383502981,4.5950302692376646,3.495847618453856,3.2712755926433768,3.0973218239585756,3.4312514024413163,3.803505583484874,5.057048368858228,4.797136691700841,3.3671407069367394,3.5266581396728154,3.5964641025034614,3.5525726410466696,4.118330554991749,5.236339230201142,4.788586903559626,3.3554875494261807,3.3500774156246598,3.4859015911705984,3.397349877032791,3.897306661221532,5.346738784128226,4.905157371300525
HOBBIES_1_009_CA_2_validation,0.695397435275767,0.5784160717493187,0.517159804786101,0.582344308908761,0.7060557652730364,1.1673210708221262,1.246954926900988,0.8439563569992293,0.6864991924590711,0.6488071453552667,0.6744276841669803,0.7200309468852828,0.9949174880131095,1.0963338331208303,0.6734768957964802,0.6812228351579146,0.6703790959034516,0.7012733004007228,0.8710376047267909,1.1255957541174912,1.1461266952989129,0.786689743702426,0.7337790830583146,0.723964210465255,0.6748326949478457,0.7890713013430275,0.9868280757168096,0.9602455761263439
HOBBIES_1_010_CA_2_validation,0.5340518739029997,0.5273340344051164,0.5269513167815926,0.5639277719406426,0.6906976546570255,0.9290129481025353,0.8853724504463562,0.6043671241067557,0.5964451320547455,0.6021875980992513,0.5104117076340754,0.598647370826603,0.7504855884682244,0.7846111881764076,0.5306295463710573,0.48964191579947586,0.5059411769626756,0.506661130524141,0.5903420095720673,0.7977261609962676,0.7846789378065309,0.52574533389935,0.519239569001795,0.4591909573816624,0.4618973370906619,0.5176458316725626,0.7330047736373858,0.703425296699929
