id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
HOBBIES_1_001_CA_4_validation,0.6496071035432306,0.5746986637121705,0.6099088651579939,0.5972037819090176,0.6163222600593858,0.651695785760181,0.7110163213057532,0.6630059311687467,0.5974863491542114,0.6281764201299433,0.5702335422669418,0.6089823321406178,0.6941845277810571,0.690372594079152,0.7250598537997643,0.6422496704062547,0.6309976232024149,0.6175286299833137,0.6478744775122889,0.7052337174614872,0.7160236358353345,0.6810810382534529,0.6043149793934587,0.6030742029396537,0.5999980862398437,0.620614878770231,0.6980878968107828,0.7029838818679385
HOBBIES_1_002_CA_4_validation,0.2024322188166732,0.17370402494810613,0.17012666168322507,0.2051263761941651,0.21632281100824596,0.2555525528852961,0.2863810040911187,0.27065844334340555,0.23733836736902253,0.22781210220963308,0.2231986420916995,0.23480175496096786,0.27762179996101577,0.24866543597567065,0.22534665569381526,0.19847518093333677,0.19022677091891935,0.18914403464238333,0.22272013965161092,0.2259722941102672,0.23608977274649467,0.19880332413746302,0.17345705438571818,0.1719371295086979,0.16467496991792785,0.17423094831938907,0.22364764817016533,0.22746367707829016
HOBBIES_1_003_CA_4_validation,0.25746346726530944,0.23875204663693342,0.2123833172867053,0.20646466804875913,0.230613968372412,0.26885148803321485,0.2629813055830704,0.27230764225766135,0.24802748365871533,0.23709318573927066,0.22870308919936838,0.26525842021819984,0.24007850534451433,0.23987350860192352,0.2491882566107049,0.2229885279379279,0.21923390206103688,0.2009428004019548,0.19640664410858197,0.22613951682936437,0.23639651583818191,0.21800814073995667,0.19326106046716526,0.18238283368559002,0.17910332498728027,0.19643668720775329,0.21240678961331105,0.2200326721322842
HOBBIES_1_004_CA_4_validation,0.9431634317805586,0.8645703382380696,0.817063918651645,0.7658422712045918,0.8162056563102017,0.9149480565523664,0.9950459310971853,0.9341341907842865,0.9054721441267326,0.8212490462113907,0.819524286868685,0.8525241985552109,0.9510636939697137,0.8978970180759358,0.953158110328484,0.8709162705160586,0.8990176885235299,0.8171122667771658,0.8544378492930571,0.8962692403807522,0.9770443025619152,0.9111044320920805,0.8648942024993673,0.8755902843655368,0.8124382247759081,0.8335369234551054,0.9397175038115276,0.9504509190792221
HOBBIES_1_005_CA_4_validation,1.008152905910397,0.9383985043444681,0.9383677290724936,0.9681392819981564,0.9656644809595153,1.0393938626845594,1.0464784851186189,1.0895115163445581,0.9718727439943438,0.9213316036682337,1.0046675528058981,0.9688494140422194,1.203188879996694,1.0926459233202943,1.0513218759171654,0.9438196926591963,0.9264017064768266,0.9638569074204333,0.9502210033867954,1.0204474847543195,1.0392093575732038,0.9459162749821132,0.9113549197111477,0.9166634971166893,0.9719020226454,0.9107060437154804,1.0290846962359144,1.0391367011311754
HOBBIES_1_006_CA_4_validation,0.39078512435003937,0.3761277716632149,0.35788434071695235,0.3650375172078793,0.37924767710560225,0.4317642282829127,0.4932281312340696,0.4171326980440721,0.408126850456013,0.3931480239152747,0.38148797599280676,0.3943600726416616,0.43609633517465946,0.40619732918667706,0.40745192942778446,0.4041652270900714,0.3931653070779496,0.3572739879078214,0.38569060553519846,0.43846550349352253,0.4404421467289439,0.4067822431207098,0.3874145641928932,0.4114013590145228,0.4105408261440779,0.4170352183063836,0.4736475275629786,0.4477081216381894
HOBBIES_1_007_CA_4_validation,0.24189704601487752,0.19861066600588434,0.19769679573986454,0.22155025539294906,0.2316683207197091,0.25408669058124866,0.24891218776325036,0.23841905418779163,0.21792889817022823,0.21390900645469285,0.20923580601626096,0.2163011237869809,0.25198113866926075,0.23434489458681412,0.2467892663894416,0.2244077185262228,0.2154240777495554,0.2135151363190963,0.22616367847201937,0.25249985975673955,0.26411167013517767,0.24409303020943887,0.22057498353312804,0.2125083032244045,0.20939215665644068,0.223784696446224,0.2504347440880953,0.25242474759165084
HOBBIES_1_008_CA_4_validation,4.219239927754507,4.149266324599414,4.286350723769961,4.286740080843084,4.772065837607898,5.25254583354281,5.175785561366542,4.9642942509928165,4.910465180262594,4.687456214244781,4.613339059389541,4.739760478660695,5.476585538957829,5.307070194964589,4.783226253586637,4.789579816293534,4.599230529652024,4.564552857570688,4.81745027625082,5.660776682211835,5.28840753223616,4.87552582632824,4.660921133331941,4.679301941286674,4.679754010160254,5.143530571940872,5.477882351885502,5.4213098103516515
HOBBIES_1_009_CA_4_validation,1.3822497705019023,1.181566593665807,1.1833778894298044,1.275917313796164,1.1338575449773998,1.2523423661531665,1.2661937834796277,1.4031483197013304,1.2770304994146655,1.1282511506454451,1.1043148667665845,1.1346703053209823,1.2647461409548055,1.317907220216195,1.4499100147857975,1.2072204796398807,1.1758061950836602,1.1985394888954304,1.1413539195342086,1.2805644586880953,1.3946593232641187,1.3524905937335685,1.2738798787222079,1.1491331070492894,1.1526745994046836,1.14269893063496,1.3142547699324318,1.4046181744093358
HOBBIES_1_010_CA_4_validation,0.2771218328849784,0.218768239531333,0.20946538775836884,0.20421509754144512,0.21386298157815586,0.257381290499528,0.3087910270781263,0.2858185198648918,0.26598389001417383,0.24818975262776793,0.24126157853894026,0.26899360427675506,0.3107042413171167,0.306684486882708,0.29383822528676484,0.26689356727660946,0.25687270381825195,0.25342682129052285,0.2660711930307858,0.30430625858161237,0.3261986653695716,0.2862722058701079,0.25988872560081877,0.25162582862023364,0.25002173208140355,0.26228210955801334,0.3053292182627225,0.32745330878366985
HOBBIES_1_011_CA_4_validation,0.05830612396409656,0.0406234820260287,0.03806516506477653,0.037764558780012225,0.03434244082150514,0.047870746562472775,0.051845289566834846,0.05606242121911245,0.039189508428556466,0.03544594292874486,0.030772742490312924,0.023526002936217778,0.0346476198193473,-0.022925014560743032,0.000701881986933532,0.018252044274109463,0.010346639603748533,0.010016185620038707,0.012158133267666937,0.06008780897360025,0.06484362751125006,0.029386471158281892,0.014338210685013121,0.011779893723760943,0.010630697077159069,0.011755106046905939,0.04998487945277802,0.04483155928552886
HOBBIES_1_012_CA_4_validation,0.1606833937664938,0.1409910964614023,0.13891714052972493,0.1387012246500554,0.20030095884592664,0.22323991491480152,0.20863112468401038,0.19458247101677614,0.1773494639329889,0.16780011395045627,0.16516810002887172,0.1759716773656797,0.20284210013836637,0.18814628133954742,0.19539498341552114,0.17187313067010127,0.16228030623411774,0.1654418851380114,0.17778419439630125,0.19442760976273918,0.20172923894426348,0.18646575248602335,0.1633316483094521,0.16069354596637406,0.15954434931977218,0.16907717232781275,0.1961100192680471,0.20219650036414302
HOBBIES_1_013_CA_4_validation,0.24135032434597165,0.22393775524934986,0.23724070985043286,0.254725908333477,0.2589771146784519,0.28439315432079504,0.312635069338836,0.30456585252505447,0.27257250808556227,0.2820772030505698,0.28221953000098715,0.28893744124160414,0.3222752705013944,0.3271106764478879,0.30233191155249595,0.27662389564418693,0.27121187761644083,0.26823215371336995,0.28511192248405187,0.3084599470688442,0.30306011581313985,0.2770626889148076,0.24951441268382865,0.2559538804840165,0.25084652812994435,0.2748207460842366,0.30812530700833624,0.3126744296142431
HOBBIES_1_014_CA_4_validation,1.3472078600972905,1.2893617903730545,1.3382544221796642,1.40885040445053,1.4708280418326307,1.6536765157305238,1.838404806052117,1.4769903960032111,1.433391495691802,1.3448529041345847,1.350299756916256,1.5726202788868593,1.8170213046824846,1.741868035162202,1.6135914621501675,1.4747106197520086,1.434552514443759,1.4430422862039713,1.5454665964726364,1.7512814285692075,1.8499503342437131,1.5703266484619358,1.4476853380932952,1.4110228046765665,1.418450341301661,1.5254872571285971,1.7124671668492797,1.7276167630769212
