id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
HOBBIES_1_001_CA_2_validation,0.5084432498086556,0.5144269803039541,0.5482924428558993,0.5739835398074369,0.6137567983150142,0.7208674793250343,0.7938961522790404,0.6636725796972307,0.6293491629870911,0.6544672757523747,0.6087144409911088,0.6402792336446218,0.8408240285582451,0.6267511423019498,0.6564836833153047,0.7060953404409422,0.6271938375377302,0.6184581814171771,0.6944721241656356,0.8562074056968897,0.7692921070560973,0.7103266806135591,0.6216316513784067,0.6593802784497098,0.6000051241205937,0.6208113125266187,0.9080640569928912,0.8413807931335182
HOBBIES_1_002_CA_2_validation,0.06746160821606699,0.06605372660858506,0.06946831193659543,0.07476685161065433,0.10672043634029932,0.1754060730474749,0.17355048748400684,0.09945740783423483,0.09137053088501243,0.11250201977538338,0.09427053170271506,0.1361927750096452,0.1769550741138509,0.1389647776891863,0.1072714780026862,0.09872930598441107,0.10696912970456963,0.11636513511265333,0.13606774194668333,0.17519133477625254,0.18681556141709452,0.09844809999663053,0.09301190888729176,0.09267804940163804,0.08859028590888543,0.14344539644349075,0.20024254477595216,0.2121271290989717
HOBBIES_1_003_CA_2_validation,0.3108890873869035,0.31931420131644633,0.3198784767782978,0.3311353536072925,0.4544594405340202,0.6335889882216444,0.5918075461581668,0.33317519304519155,0.36357420863473056,0.3249615570894535,0.3535799451842961,0.4924867491717661,0.6825096165590131,0.4861786551386542,0.327069319735712,0.3465525601626117,0.32492431573050257,0.33289537509030714,0.4631980670195768,0.6583675814168246,0.6509057899756265,0.3369292027266695,0.3222078348006685,0.3137084052702365,0.300767829780164,0.3613853382670512,0.6012834990409931,0.5728909137660199
HOBBIES_1_004_CA_2_validation,2.471838319825264,2.7720273234752306,2.9435260769300537,2.5467097325066046,2.9686567557896324,3.5652018399827616,3.503342973040538,2.82878510197023,3.1419623210614454,2.7978265750577527,2.82674289047566,2.8389968200929947,3.742031920735278,3.026221219480471,2.929150044393844,2.9687772879607737,3.1253915339246787,2.8313357634611513,3.194841750178839,4.071330393605802,3.85573430056575,3.1326277509828837,2.884321903614828,2.734821241608808,2.8437465387496554,2.943950737184452,4.0486195288793745,3.862523446271123
HOBBIES_1_005_CA_2_validation,1.482852989966166,1.3223914878184704,1.2884439114142745,1.2717809786838623,1.3560779025476075,1.9420691191486663,1.770245171931192,1.4231514193156816,1.4170851623854506,1.2478778419102974,1.2854716203768821,1.259156641542546,1.8588745535258229,1.3722797955668813,1.5455954978335509,1.1999046372009792,1.3103602130713676,1.225113244169434,1.3102009264200356,1.7769686332830252,1.821077453643056,1.3143311701806333,1.2803425275151374,1.1955730582968205,1.2080741977507352,1.2130675375391846,1.6964934330107866,1.6669723730429893
HOBBIES_1_006_CA_2_validation,0.6387919899001391,0.6308855211534389,0.6056717173375005,0.6432199993737395,0.8089908563514863,1.1727875168573545,0.956296876168668,0.6467919547773611,0.6882452397352286,0.6025845981926475,0.6123718795010443,0.5870960031825115,0.9630871745101904,0.63561437085088,0.5315343064610342,0.5554397606327415,0.6078253944848838,0.5819717244985324,0.7431500146221934,1.0427062180402786,1.0098119656955216,0.5907991841379563,0.5661935297198687,0.5868573426827765,0.5824857074047869,0.6390347663699784,0.7903455161105309,0.8773037383543217
HOBBIES_1_007_CA_2_validation,0.1899703061622028,0.16628496456917122,0.2045241777674864,0.18902771243695607,0.24900815593804615,0.2997832209240129,0.2588381330104225,0.1926604747056162,0.16919557960941395,0.21921391536039447,0.17862818619415954,0.24022377409144166,0.26621667626917744,0.2125342342035708,0.20649013470983116,0.19795612940675386,0.20267808245800034,0.19505652304589455,0.2402128246169393,0.2887942745548585,0.2924066783600383,0.22017325572834204,0.20612329517215047,0.20092284196465046,0.17284358989108714,0.21274696709393048,0.2502732279780011,0.2642844228896228
HOBBIES_1_008_CA_2_validation,2.7891506306860934,2.6472985951784307,2.7700644794556,2.75246176718786,3.155246077046125,4.241650277786341,3.85724062012917,4.0342058891036245,4.2757110032739165,3.6760822793560464,3.218283098325229,3.2746822103592126,4.861820764688349,2.812039455651957,3.902689419314025,4.490955414362242,4.611232036705119,3.924682016076461,4.230298899354389,5.404594630729792,4.4307633379226905,3.0346337553974467,3.401117546382723,3.5273333932866024,3.1488557445539214,3.759154828756243,5.341813636184664,5.397379376825423
HOBBIES_1_009_CA_2_validation,0.6945938075173984,0.6525345716046352,0.6289658580647657,0.6939313455671791,0.8148853010041159,0.8501714309125245,0.8265555528189256,0.733588460428883,0.6339002825975673,0.6661938281411497,0.6123959669621248,0.7099825652394969,0.9625298660328656,0.5695518400972589,0.5688927278834555,0.6224986626850791,0.5760229882568741,0.5851739513623888,0.6960879321400195,0.7929718720478071,0.8307768554586042,0.6158054520863914,0.5570095259919421,0.6282934864443774,0.6287408870251927,0.6432026339674125,0.7548028178363742,0.7989273985418416
HOBBIES_1_010_CA_2_validation,0.4946203968987976,0.4602176907576525,0.4711135122386096,0.37548007271899625,0.6004213900737613,0.8499026587764735,1.0135190198625976,0.5982579392023285,0.5770284667976573,0.6552127828120069,0.5751171453547265,0.5921597716937967,0.784060632934117,0.6620901990780104,0.6146437905795564,0.5872884325325723,0.5541779703181372,0.5281174718891599,0.6554799379525484,0.9180281037402476,0.9539746190303956,0.6151672195449561,0.5261803693563162,0.5501641975924917,0.5268650420065788,0.6557304024317432,0.9120465380950736,0.8512549697743436
