id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
HOBBIES_1_001_TX_2_validation,0.3483720206862984,0.2549401599745154,0.34843097234257364,0.26274893527890425,0.2748487991862348,0.34228202383275774,0.4074084405270703,0.32086571893139043,0.31809515632893537,0.3085307872954116,0.29958925462775393,0.32039972177116616,0.40633050759874445,0.3929538962194091,0.4043907017388975,0.3399939919736718,0.284400824466861,0.28492556516549944,0.3668560484420478,0.4701055545557095,0.5289821375912673,0.40529087802418995,0.36214920129974226,0.37399875740866956,0.3679582446422255,0.39586979527092075,0.49257146600392665,0.5190690856925855
HOBBIES_1_002_TX_2_validation,0.24763206884332917,0.16110075840364727,0.22959168498693278,0.22942598776880344,0.2554076717536791,0.3373149248240462,0.3571552361875063,0.28237324049526114,0.23696744268283618,0.23732795249457792,0.2278855749864159,0.2601902525475992,0.3428492926068393,0.3342404324752249,0.26717923145071526,0.21762093740273564,0.21904681911381832,0.22004912311047098,0.24781260290513704,0.3572525731922742,0.36728042643302655,0.2955796471031433,0.2441803272958406,0.24951868744112057,0.2504578305527736,0.27401065340482755,0.36567152340444015,0.3945959931672769
HOBBIES_1_003_TX_2_validation,0.13642396709277343,0.11683490090607615,0.11038757417838549,0.09336890698618022,0.1139664463459299,0.1781713415549834,0.16838548243060983,0.1628915677405115,0.10835873421660527,0.11217950203349263,0.11197377704790597,0.16493995028290498,0.21168682128373537,0.17110723327595087,0.1464071687038206,0.10678085586239758,0.0980907772858207,0.09556244283686022,0.14386332181247724,0.2038271426185243,0.21895949953760888,0.1700599516394036,0.12733327124040203,0.12864840650971404,0.13460199741103934,0.15907171291070651,0.21293999418786902,0.21689156899726794
HOBBIES_1_004_TX_2_validation,1.3524267438009092,1.240887788136303,1.2921536904974105,1.3141672498821293,1.5262739566551977,1.8170737673140158,2.07338890765552,1.4789397035210763,1.4393589353204934,1.4188054008243722,1.5439453164450836,1.6853127802266954,2.063469276713981,1.9821183852911457,1.5848703554209125,1.3907793958075256,1.4964049533174755,1.5057902762069049,1.6602407389690377,1.9087902666697862,2.056758029511194,1.5023378891367658,1.3887444562117086,1.4109678714418472,1.4183520008351522,1.5806369553571178,1.9486143630390518,2.0345936806238853
HOBBIES_1_005_TX_2_validation,0.44038147266295713,0.3762464849433223,0.4310314274845881,0.4185288577620602,0.5178152362654141,0.6382085842874422,0.677218993748732,0.4884513809383694,0.527624764534803,0.44378958168010335,0.5079442925875309,0.5584180073602514,0.6645950999389252,0.6596400574364082,0.5850966664684862,0.49486591879931735,0.5142378446004967,0.5110902962733619,0.5492591290961265,0.6595701730665607,0.7214328844306223,0.5275122433238699,0.5121924815853794,0.512549975956924,0.5052329820571454,0.54638216536317,0.6677669609104787,0.7083161525003068
HOBBIES_1_006_TX_2_validation,0.5574362760606935,0.5196963900975742,0.533931974728863,0.5227141346226234,0.5822421933128916,0.739880251402978,0.8446290966287222,0.5683143662853992,0.5878988295455342,0.613523662547346,0.641567394898579,0.6709229738911322,0.7840201549252551,0.677081838930538,0.7242400789787445,0.5525905483807724,0.5985266762895264,0.6110269349868831,0.6671115564562451,0.7524063361241029,0.785604792706923,0.5927169088765304,0.565625405620207,0.5726524643026003,0.5649359269429747,0.6125399716937834,0.7070004470957523,0.7268129980430168
HOBBIES_1_007_TX_2_validation,0.2015560008614725,0.14153254261632908,0.14223371529890405,0.21442292054886836,0.24170423046835557,0.29758036240601443,0.23387230608645046,0.21455962284875157,0.1547326148721329,0.1533707958641831,0.17296220601324824,0.17250153297927812,0.22433303538504917,0.22371686962876336,0.18806477861757528,0.1501502695394336,0.15831866403726325,0.1387653602523382,0.1640225081861401,0.23187349796972428,0.24522948429673322,0.19263677436713764,0.14385457017842657,0.1453490962731438,0.1572244210616603,0.17823271541383465,0.2311647372658835,0.2485383862009245
HOBBIES_1_008_TX_2_validation,2.795281103950881,2.7619311260520933,3.062779905406452,3.1918264600670994,3.209174531519149,3.8120445847003834,3.4444755940288507,3.190320258313337,2.921575686569117,3.0707886325698355,3.7894805604802655,3.500501349383617,4.048085830498355,3.7738637046123524,3.489367065386198,3.026832367222432,3.0923675782654256,3.524890569514473,3.35925916825361,3.9753077091370774,3.8798897078857286,3.1684852405899737,2.952788527346853,3.0243233438002055,3.247168194486631,3.3323177614590413,3.958313811703678,3.904964017606719
HOBBIES_1_009_TX_2_validation,0.737777159539436,0.6941175693581428,0.7128768017552718,0.7819345672031216,1.0090153293847715,1.0332191332905152,1.2505267112433414,0.8769317822030116,0.8733780271972651,0.6956701340948845,0.8058037110774064,0.879469371378088,1.1042029254117425,0.9802984007209131,0.9274341561687544,0.7156699987794591,0.7562130012177378,0.7504588204345567,0.8691347206307249,1.0579037246780656,1.192655813932964,0.8852053495355892,0.7144457591786209,0.7128940305629686,0.72034032581119,0.8306776020182434,1.0884100733643645,1.082729289863194
HOBBIES_1_010_TX_2_validation,0.8087183849743339,0.796606934609762,0.7149948903312175,0.7337676606899503,0.8319773269228309,1.020478573657177,1.14582050757494,0.9024577281029112,0.768307207667718,0.7157434236528636,0.7347964701455736,0.8491096136517241,0.9776244393468583,1.007365502223117,0.9368181541618437,0.7569391757823132,0.788008287242849,0.7916697604329923,0.9582082466059204,1.0971755507915921,1.1882189226820916,0.8600355450461842,0.8392270756570425,0.8080309164928468,0.8201135084356772,0.9300449302266912,1.0747215514777682,1.1247638465575487
HOBBIES_1_011_TX_2_validation,0.10593837044085896,0.0707027670331636,0.07120621501891439,0.07422371526710048,0.0777229241624656,0.07171022527891176,0.058988896171437856,0.15364549038175693,0.10241316343490266,0.10292364051024233,0.08843891974394344,0.10588923197854067,0.17068052098780986,0.1807107459793121,0.14625836434050735,0.10545075876995086,0.09621179732111182,0.10103531371777523,0.1225546104964073,0.1800492520475878,0.18012098613478075,0.13959275621356657,0.12016497183270053,0.12094761056809254,0.125172780633464,0.14988272114037385,0.202929055115706,0.2155450684387254
